# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas 
3.043600e-01 4.873000e-02 6.225067e-01 2.550667e-09 8.594000e-01 -6.521000e-01 -4.833333e-02 1.172000e-01 3.854467e+00 -4.993333e-02 
3.622000e-01 4.053000e-02 6.882133e-01 2.204000e-09 1.096600e+00 -7.864333e-01 -1.163667e+00 2.444000e-01 2.722867e+00 4.260000e-02 
2.534800e-01 4.475000e-02 7.031467e-01 2.892000e-09 9.978000e-01 -8.629000e-01 -1.136667e-01 3.556000e-01 4.210200e+00 4.513333e-02 
3.158800e-01 4.503000e-02 7.415467e-01 1.294667e-09 8.230000e-01 -3.111000e-01 -2.279000e+00 4.868000e-01 2.900733e+00 -3.006667e-02 
3.922000e-01 5.423000e-02 6.214400e-01 1.708000e-09 1.075000e+00 -1.003000e-01 -1.271000e+00 1.868000e-01 3.373000e+00 9.533333e-03 
2.503600e-01 4.249000e-02 6.274133e-01 2.105333e-09 1.097800e+00 1.477000e-01 -1.313000e+00 2.492000e-01 2.821000e+00 2.866667e-03 
3.377200e-01 5.059000e-02 6.540800e-01 2.692000e-09 9.266000e-01 -9.455667e-01 -5.710000e-01 5.740000e-01 4.023133e+00 -4.206667e-02 
3.482800e-01 4.931000e-02 7.426133e-01 1.100000e-09 8.246000e-01 -3.669000e-01 -1.854333e+00 6.440000e-02 3.228867e+00 1.780000e-02 
2.714800e-01 4.875000e-02 7.413333e-01 1.089333e-09 8.610000e-01 -8.587667e-01 -1.743333e-01 2.692000e-01 4.409533e+00 -1.353333e-02 
3.077200e-01 4.399000e-02 6.515200e-01 2.185333e-09 1.085000e+00 -4.413000e-01 -2.162333e+00 5.604000e-01 3.327000e+00 4.646667e-02 
3.737200e-01 5.019000e-02 6.850133e-01 2.838667e-09 9.562000e-01 -5.896667e-02 -8.556667e-01 3.160000e-02 2.612467e+00 -3.340000e-02 
2.378800e-01 4.809000e-02 7.110400e-01 1.334667e-09 9.226000e-01 -1.057167e+00 -2.437667e+00 5.900000e-01 3.468067e+00 -1.300000e-02 
3.245200e-01 4.385000e-02 7.027200e-01 1.932000e-09 1.097000e+00 1.125667e-01 -3.143333e-01 7.000000e-02 3.983267e+00 -2.580000e-02 
3.883600e-01 5.189000e-02 6.250667e-01 2.542667e-09 8.642000e-01 -5.611667e-01 -8.930000e-01 2.860000e-01 2.716733e+00 4.873333e-02 
2.530000e-01 4.531000e-02 6.645333e-01 2.137333e-09 8.294000e-01 -9.745000e-01 -2.447000e+00 5.400000e-02 4.044600e+00 1.913333e-02 
3.048400e-01 5.207000e-02 7.319467e-01 2.641333e-09 1.071000e+00 1.663000e-01 -1.429667e+00 2.148000e-01 2.719800e+00 -2.393333e-02 
3.763600e-01 4.033000e-02 6.286933e-01 1.425333e-09 9.966000e-01 -6.335000e-01 1.700000e-02 5.212000e-01 3.412867e+00 -4.066667e-03 
2.359600e-01 4.311000e-02 6.611200e-01 2.676000e-09 1.090200e+00 -3.875667e-01 -1.915000e+00 2.120000e-02 3.483400e+00 1.740000e-02 
3.178000e-01 5.463000e-02 7.261867e-01 1.577333e-09 8.410000e-01 4.230000e-02 -7.343333e-01 2.308000e-01 4.240867e+00 1.220000e-02 
3.960400e-01 4.589000e-02 6.487467e-01 1.974667e-09 9.622000e-01 -8.567000e-01 -6.130000e-01 5.572000e-01 2.376333e+00 -1.673333e-02 
2.429200e-01 4.793000e-02 6.419200e-01 1.612000e-09 8.698000e-01 2.303667e-01 -2.031667e+00 2.796000e-01 2.670733e+00 4.420000e-02 
3.026800e-01 4.047000e-02 6.816000e-01 2.348000e-09 1.054600e+00 -1.220433e+00 -1.555667e+00 4.292000e-01 4.378867e+00 9.133333e-03 
3.782800e-01 5.483000e-02 7.466667e-01 2.156000e-09 9.154000e-01 -5.653000e-01 5.433333e-02 1.940000e-01 3.271800e+00 -2.873333e-02 
2.218000e-01 4.487000e-02 6.163200e-01 2.086667e-09 1.019000e+00 -6.934333e-01 -1.276667e-01 4.124000e-01 3.339267e+00 -3.873333e-02 
3.180400e-01 4.807000e-02 7.443200e-01 2.366667e-09 9.866000e-01 1.849000e-01 -1.845000e+00 3.844000e-01 4.489267e+00 3.100000e-02 
3.766000e-01 5.325000e-02 6.754133e-01 1.377333e-09 8.290000e-01 -8.959667e-01 -8.230000e-01 9.080000e-02 2.591000e+00 1.366667e-02 
2.774800e-01 4.997000e-02 6.636800e-01 1.396000e-09 1.095800e+00 -3.003333e-02 -2.661667e+00 5.540000e-01 2.799533e+00 1.620000e-02 
3.017200e-01 4.391000e-02 7.596800e-01 2.476000e-09 9.994000e-01 -9.517667e-01 -7.016667e-01 3.020000e-01 3.875933e+00 -4.793333e-02 
3.494800e-01 5.385000e-02 6.259200e-01 1.921333e-09 8.170000e-01 -4.557667e-01 2.550000e-01 1.580000e-01 3.676600e+00 2.446667e-02 
2.563600e-01 4.907000e-02 6.101333e-01 2.060000e-09 1.063000e+00 -9.042333e-01 -2.913667e+00 1.532000e-01 3.744067e+00 -2.733333e-03 
3.161200e-01 4.041000e-02 7.114667e-01 1.030667e-09 8.882000e-01 -7.141000e-01 1.430000e-01 3.324000e-01 3.419000e+00 2.220000e-02 
3.869200e-01 5.237000e-02 6.769067e-01 2.825333e-09 9.466000e-01 1.725000e-01 -8.650000e-01 4.524000e-01 2.931400e+00 -3.020000e-02 
2.220400e-01 4.923000e-02 6.350933e-01 2.657333e-09 9.294000e-01 -1.059233e+00 8.700000e-02 7.240000e-02 3.323933e+00 4.200000e-03 
3.182800e-01 4.065000e-02 6.856533e-01 1.401333e-09 8.998000e-01 1.353000e-01 -2.050333e+00 3.940000e-01 4.250067e+00 2.980000e-02 
3.569200e-01 5.321000e-02 7.349333e-01 2.201333e-09 1.082200e+00 -2.966333e-01 -1.005000e+00 5.236000e-01 2.407000e+00 -2.313333e-02 
2.450800e-01 5.313000e-02 6.969600e-01 2.310667e-09 1.016600e+00 -1.249367e+00 -6.736667e-01 1.412000e-01 3.863667e+00 -3.460000e-02 
2.945200e-01 4.817000e-02 7.082667e-01 1.316000e-09 9.498000e-01 -5.797667e-01 -2.839000e+00 5.348000e-01 3.127667e+00 4.900000e-02 
3.550000e-01 4.473000e-02 6.107733e-01 2.932000e-09 8.674000e-01 1.415000e-01 -3.656667e-01 2.580000e-01 2.962067e+00 5.800000e-03 
2.242000e-01 5.221000e-02 7.345067e-01 1.388000e-09 9.730000e-01 -1.602333e-01 -1.061000e+00 2.092000e-01 2.836333e+00 -3.820000e-02 
3.317200e-01 4.633000e-02 6.429867e-01 2.809333e-09 1.015400e+00 -4.082333e-01 -2.587000e+00 6.520000e-02 3.182867e+00 4.793333e-02 
3.660400e-01 4.367000e-02 6.843733e-01 1.820000e-09 8.070000e-01 -9.579667e-01 -5.430000e-01 5.612000e-01 4.102867e+00 2.066667e-03 
2.798800e-01 5.411000e-02 6.135467e-01 2.918667e-09 9.766000e-01 -1.092300e+00 -1.859000e+00 2.684000e-01 3.725667e+00 -1.846667e-02 
2.842000e-01 4.123000e-02 7.581867e-01 2.332000e-09 1.036200e+00 -2.796667e-02 -1.751667e+00 4.772000e-01 2.729000e+00 2.600000e-03 
3.876400e-01 4.669000e-02 6.621867e-01 1.110667e-09 8.026000e-01 -2.759667e-01 -3.983333e-01 1.596000e-01 3.756333e+00 2.526667e-02 
2.570800e-01 5.445000e-02 6.289067e-01 1.321333e-09 1.037400e+00 -6.872333e-01 -2.349000e+00 2.548000e-01 3.593800e+00 4.006667e-02 
3.334000e-01 4.845000e-02 6.877867e-01 2.740000e-09 8.950000e-01 2.262333e-01 -4.450000e-01 4.564000e-01 4.406467e+00 -2.086667e-02 
3.444400e-01 4.337000e-02 7.590400e-01 2.270667e-09 9.886000e-01 -9.993000e-01 -1.471667e+00 1.644000e-01 2.223000e+00 1.020000e-02 
2.762800e-01 4.185000e-02 6.724267e-01 2.638667e-09 8.466000e-01 -5.095000e-01 -2.755000e+00 5.492000e-01 2.940600e+00 1.900000e-02 
3.209200e-01 5.217000e-02 7.417600e-01 1.062667e-09 1.023400e+00 -1.296900e+00 -4.916667e-01 3.516000e-01 3.731800e+00 -5.133333e-03 
3.751600e-01 4.851000e-02 6.122667e-01 1.988000e-09 9.642000e-01 1.787000e-01 -1.056333e+00 1.400000e-02 3.790067e+00 -2.460000e-02 
2.683600e-01 5.429000e-02 7.042133e-01 1.761333e-09 8.206000e-01 -4.785000e-01 -2.293000e+00 5.372000e-01 2.771933e+00 -2.446667e-02 
3.168400e-01 4.071000e-02 7.246933e-01 1.209333e-09 9.326000e-01 1.750000e-02 -6.316667e-01 6.840000e-02 4.155000e+00 1.553333e-02 
3.403600e-01 4.879000e-02 6.033067e-01 2.889333e-09 1.051400e+00 -9.269667e-01 -8.463333e-01 3.124000e-01 3.572333e+00 3.686667e-02 
2.520400e-01 4.369000e-02 7.517867e-01 1.796000e-09 1.000200e+00 -1.100567e+00 -2.033333e-02 3.460000e-01 2.483667e+00 -2.866667e-03 
2.880400e-01 5.339000e-02 6.444800e-01 1.420000e-09 8.126000e-01 -1.953667e-01 -1.574333e+00 4.364000e-01 3.624467e+00 4.726667e-02 
3.962800e-01 4.621000e-02 6.732800e-01 2.633333e-09 9.834000e-01 -4.144333e-01 -2.013000e+00 1.540000e-01 4.145800e+00 -4.700000e-02 
2.606800e-01 5.089000e-02 7.432533e-01 1.689333e-09 1.031000e+00 1.683667e-01 -2.871667e+00 2.188000e-01 3.176733e+00 -3.400000e-03 
3.281200e-01 4.635000e-02 6.508800e-01 1.004000e-09 8.270000e-01 -6.087000e-01 -2.116667e-01 5.852000e-01 2.775000e+00 -2.153333e-02 
3.758800e-01 4.275000e-02 6.741333e-01 2.681333e-09 9.954000e-01 -9.373000e-01 -8.743333e-01 1.804000e-01 4.164200e+00 4.660000e-02 
2.789200e-01 5.307000e-02 6.609067e-01 1.364000e-09 1.017800e+00 -2.429000e-01 -2.288333e+00 4.000000e-04 4.158067e+00 4.333333e-03 
2.933200e-01 4.975000e-02 6.506667e-01 1.700000e-09 9.522000e-01 -8.711667e-01 2.176667e-01 5.988000e-01 2.357933e+00 2.593333e-02 
3.401200e-01 4.017000e-02 7.389867e-01 2.988000e-09 8.738000e-01 -3.524333e-01 -1.121667e+00 2.820000e-01 3.575400e+00 -2.726667e-02 
2.352400e-01 4.465000e-02 6.222933e-01 2.158667e-09 1.047000e+00 -9.063000e-01 -8.323333e-01 5.708000e-01 3.642867e+00 2.766667e-02 
3.170800e-01 5.133000e-02 7.513600e-01 1.070667e-09 9.418000e-01 -4.495667e-01 -5.766667e-02 1.044000e-01 2.603267e+00 -3.333333e-04 
3.566800e-01 4.573000e-02 6.929067e-01 2.961333e-09 8.742000e-01 1.973000e-01 -2.568333e+00 2.412000e-01 4.017000e+00 -2.126667e-02 
2.624734e-01 4.914362e-02 7.280319e-01 2.190071e-09 9.732713e-01 -7.739362e-01 5.718085e-02 9.470745e-02 2.460106e+00 -1.345745e-02 
3.184840e-01 4.831383e-02 6.429255e-01 1.882270e-09 9.559840e-01 -1.188830e+00 -2.779255e-01 6.550532e-02 3.035993e+00 1.430851e-02 
3.484840e-01 4.522872e-02 7.049823e-01 2.380142e-09 9.859486e-01 -9.739362e-01 -5.146277e-01 1.309309e-01 3.415780e+00 -7.712766e-03 
2.637500e-01 4.721809e-02 7.200532e-01 1.834043e-09 9.911791e-01 -1.018617e+00 -8.816489e-01 8.928191e-02 3.147695e+00 2.058511e-02 
3.199202e-01 5.002660e-02 6.466489e-01 2.346099e-09 9.781472e-01 -1.220745e+00 -1.928191e-01 1.446543e-01 2.628901e+00 5.585106e-03 
3.381117e-01 4.699468e-02 6.945213e-01 1.975887e-09 9.544770e-01 -8.994681e-01 1.688830e-01 9.151596e-02 3.659043e+00 -2.441489e-02 
2.805053e-01 5.016489e-02 6.416844e-01 1.984397e-09 9.838209e-01 -7.781915e-01 3.058511e-02 1.052394e-01 2.504787e+00 -9.202128e-03 
2.921543e-01 4.536702e-02 7.321099e-01 1.868085e-09 9.648493e-01 -1.039894e+00 -7.061170e-01 1.219947e-01 3.001241e+00 2.303191e-02 
3.470479e-01 4.725000e-02 6.872518e-01 2.384397e-09 9.789450e-01 -1.140957e+00 -4.454787e-01 6.949468e-02 3.448050e+00 -2.643617e-02 
2.651862e-01 4.770745e-02 6.739539e-01 1.987234e-09 9.580230e-01 -1.135638e+00 -4.055851e-01 1.374734e-01 3.341312e+00 2.856383e-02 
2.907181e-01 5.050532e-02 6.615426e-01 2.327660e-09 9.818706e-01 -8.388298e-01 -8.257979e-01 7.683511e-02 2.884574e+00 -2.218085e-02 
3.448138e-01 4.503723e-02 7.181028e-01 1.904965e-09 9.898493e-01 -9.047872e-01 1.582447e-01 9.438830e-02 2.718262e+00 3.882979e-03 
2.645479e-01 5.083511e-02 7.009043e-01 2.119149e-09 9.666223e-01 -9.845745e-01 7.845745e-02 6.566489e-02 3.284220e+00 -1.281915e-02 
2.961436e-01 4.510106e-02 7.275000e-01 2.252482e-09 9.925089e-01 -1.259043e+00 -7.513298e-01 1.229521e-01 2.844858e+00 -7.180851e-03 
3.390691e-01 4.818617e-02 6.494858e-01 1.794326e-09 9.710550e-01 -8.196809e-01 -4.587766e-01 1.162500e-01 2.623936e+00 2.143617e-02 
2.835372e-01 4.886702e-02 6.491312e-01 2.063830e-09 9.530585e-01 -7.505319e-01 3.470745e-01 1.119415e-01 2.690957e+00 6.914894e-04 
3.111436e-01 4.901596e-02 7.244858e-01 2.306383e-09 9.709663e-01 -1.270745e+00 -8.949468e-01 6.598404e-02 2.820035e+00 -1.196809e-02 
3.210372e-01 4.504787e-02 6.985993e-01 1.811348e-09 9.952571e-01 -1.082447e+00 -1.742021e-01 1.376330e-01 3.507624e+00 1.260638e-02 
2.655053e-01 4.773936e-02 6.400887e-01 2.194326e-09 9.528812e-01 -9.494681e-01 1.422872e-01 1.235904e-01 3.487766e+00 -9.734043e-03 
2.983777e-01 5.033511e-02 6.998404e-01 1.716312e-09 9.842642e-01 -1.246277e+00 -2.513298e-01 8.561170e-02 3.080674e+00 2.739362e-02 
3.475266e-01 4.692021e-02 7.118972e-01 2.473759e-09 9.728280e-01 -7.654255e-01 -5.704787e-01 9.710106e-02 2.748050e+00 -1.579787e-02 
2.671011e-01 4.916489e-02 6.808688e-01 2.468085e-09 9.719415e-01 -9.515957e-01 3.710106e-01 7.523936e-02 2.673582e+00 5.478723e-03 
3.127394e-01 4.768617e-02 7.269681e-01 1.804255e-09 9.957004e-01 -8.090426e-01 -4.960106e-01 1.285372e-01 3.155142e+00 2.601064e-02 
3.243883e-01 4.626064e-02 6.443440e-01 2.005674e-09 9.641401e-01 -1.255851e+00 -7.646277e-01 1.017287e-01 3.296631e+00 -1.675532e-02 
2.857713e-01 4.929255e-02 7.064007e-01 1.954610e-09 9.670656e-01 -8.569149e-01 -3.284574e-01 6.007979e-02 3.696277e+00 1.601064e-02 
3.053989e-01 4.851596e-02 6.533865e-01 2.253901e-09 9.891401e-01 -1.252660e+00 -7.859043e-01 1.181649e-01 2.829965e+00 -2.207447e-02 
3.253457e-01 4.512234e-02 7.163298e-01 1.980142e-09 9.574025e-01 -9.175532e-01 2.539894e-01 1.237500e-01 2.390603e+00 6.968085e-03 
2.774734e-01 4.971809e-02 7.227128e-01 2.086525e-09 9.933067e-01 -1.151596e+00 -6.156915e-01 1.263032e-01 3.629255e+00 9.734043e-03 
2.945479e-01 4.548404e-02 7.056915e-01 1.841135e-09 9.770833e-01 -7.601064e-01 8.111702e-02 8.417553e-02 2.534574e+00 2.909574e-02 
3.353989e-01 4.743085e-02 6.427482e-01 2.451064e-09 9.554521e-01 -1.097340e+00 -2.912234e-01 1.012500e-01 2.869681e+00 -1.632979e-02 
2.621543e-01 4.895213e-02 7.165071e-01 1.873759e-09 9.876330e-01 -8.292553e-01 1.329787e-03 1.023670e-01 2.373227e+00 1.867021e-02 
3.068351e-01 4.514362e-02 6.516135e-01 2.062411e-09 9.824911e-01 -9.441489e-01 -8.736702e-01 1.366755e-01 3.276773e+00 -1.771277e-02 
3.444947e-01 5.025000e-02 6.996631e-01 2.249645e-09 9.660018e-01 -1.297340e+00 -2.220745e-01 6.518617e-02 3.214716e+00 5.319149e-05 
2.769947e-01 4.937766e-02 7.074645e-01 2.043972e-09 9.547429e-01 -7.696809e-01 -1.396277e-01 1.302926e-01 3.621809e+00 -2.079787e-02 
3.002926e-01 4.509043e-02 7.010816e-01 1.941844e-09 9.995124e-01 -9.569149e-01 -7.220745e-01 1.194415e-01 2.678546e+00 1.377660e-02 
3.283777e-01 4.785638e-02 6.501950e-01 2.283688e-09 9.707890e-01 -1.240957e+00 3.337766e-01 6.215426e-02 3.011170e+00 -6.861702e-03 
2.750798e-01 4.525000e-02 6.775000e-01 2.269504e-09 9.696365e-01 -1.093085e+00 3.989362e-03 6.343085e-02 3.592021e+00 -7.287234e-03 
3.084309e-01 4.798404e-02 6.677482e-01 1.994326e-09 9.605053e-01 -7.015957e-01 -8.444149e-01 1.049202e-01 2.405496e+00 -1.303191e-02 
3.231117e-01 5.023936e-02 7.237766e-01 1.965957e-09 9.849734e-01 -1.289894e+00 -7.845745e-02 1.328457e-01 2.892021e+00 1.292553e-02 
2.640691e-01 4.710106e-02 6.407979e-01 1.808511e-09 9.856826e-01 -9.250000e-01 -2.672872e-01 1.347606e-01 3.023582e+00 4.202128e-03 
3.165691e-01 4.651596e-02 7.212943e-01 2.483688e-09 9.691046e-01 -1.280319e+00 2.792553e-02 1.108245e-01 2.641312e+00 -1.824468e-02 
3.492819e-01 4.955851e-02 7.025000e-01 1.978723e-09 9.658245e-01 -8.218085e-01 -5.492021e-01 6.422872e-02 3.418262e+00 2.122340e-02 
2.706117e-01 4.888830e-02 6.540957e-01 2.055319e-09 9.676862e-01 -8.547872e-01 -7.167553e-01 1.464096e-01 2.415426e+00 1.005319e-02 
2.990160e-01 4.515426e-02 7.314007e-01 1.744681e-09 9.589982e-01 -9.920213e-01 2.526596e-02 1.018883e-01 3.378546e+00 -8.138298e-03 
3.430585e-01 4.932447e-02 6.838830e-01 2.478014e-09 9.922429e-01 -1.223936e+00 -5.186170e-02 8.912234e-02 2.790248e+00 -1.122340e-02 
2.661436e-01 4.518617e-02 7.104787e-01 2.144681e-09 9.529699e-01 -1.053723e+00 3.324468e-02 1.033245e-01 2.487411e+00 -6.223404e-03 
2.955053e-01 5.035638e-02 6.732447e-01 2.358865e-09 9.816046e-01 -1.275000e+00 -2.885638e-01 7.667553e-02 3.544858e+00 1.164894e-02 
3.363564e-01 4.835638e-02 6.977128e-01 1.914894e-09 9.965869e-01 -7.473404e-01 -8.151596e-01 1.304521e-01 2.882092e+00 -1.547872e-02 
2.800266e-01 4.882447e-02 6.780319e-01 1.703546e-09 9.540337e-01 -1.215426e+00 2.114362e-01 7.093085e-02 3.093085e+00 -3.670213e-03 
3.148138e-01 4.902660e-02 6.572872e-01 2.123404e-09 9.817819e-01 -8.079787e-01 -7.593085e-01 1.239096e-01 3.681383e+00 -2.718085e-02 
3.251862e-01 4.588830e-02 7.133156e-01 2.323404e-09 9.853280e-01 -9.260638e-01 -1.821809e-01 1.188032e-01 2.554433e+00 2.962766e-02 
2.894415e-01 4.662234e-02 6.948759e-01 2.463830e-09 9.672429e-01 -1.001596e+00 4.454787e-01 1.267819e-01 2.484929e+00 1.579787e-02 
3.014096e-01 4.906915e-02 7.388475e-01 1.900709e-09 9.841755e-01 -1.257979e+00 -9.348404e-01 9.215426e-02 3.152660e+00 -4.787234e-04 
3.368351e-01 4.784574e-02 6.420390e-01 1.988652e-09 9.602394e-01 -7.718085e-01 -4.507979e-01 8.992021e-02 3.291667e+00 -2.164894e-02 
2.677394e-01 4.734574e-02 6.946986e-01 2.364539e-09 9.878989e-01 -1.229255e+00 -1.728723e-02 1.082713e-01 3.460461e+00 2.271277e-02 
2.916755e-01 4.627128e-02 7.319326e-01 1.974468e-09 9.527039e-01 -9.579787e-01 -7.327128e-01 1.421011e-01 2.601596e+00 -1.930851e-02 
3.334840e-01 5.057979e-02 6.707624e-01 1.865248e-09 9.673316e-01 -7.877660e-01 1.263298e-01 6.789894e-02 3.175000e+00 -7.925532e-03 
2.808245e-01 5.077128e-02 7.340603e-01 1.926241e-09 9.683954e-01 -7.888298e-01 -3.949468e-01 1.369947e-01 2.606560e+00 -6.436170e-03 
3.160904e-01 4.575000e-02 6.964716e-01 2.000000e-09 9.970301e-01 -1.171809e+00 -8.710106e-01 8.114362e-02 3.373582e+00 -1.686170e-02 
3.200798e-01 4.771809e-02 6.473582e-01 2.419858e-09 9.567819e-01 -1.011170e+00 3.896277e-01 9.263298e-02 2.852305e+00 2.154255e-02 
2.789096e-01 4.531383e-02 7.218262e-01 2.428369e-09 9.718528e-01 -8.803191e-01 -6.396277e-01 1.022074e-01 3.050887e+00 2.218085e-02 
3.018883e-01 4.800532e-02 6.512589e-01 1.720567e-09 9.504876e-01 -1.107979e+00 -2.380319e-01 1.280585e-01 2.546986e+00 3.723404e-04 
3.296543e-01 4.984574e-02 6.853014e-01 2.133333e-09 9.964096e-01 -1.048404e+00 1.023936e-01 7.763298e-02 3.443085e+00 -2.675532e-02 
2.765160e-01 4.788830e-02 7.207624e-01 1.862411e-09 9.930408e-01 -1.205851e+00 -5.305851e-01 1.427394e-01 2.800177e+00 1.239362e-02 
3.100266e-01 4.586702e-02 6.411525e-01 2.370213e-09 9.686613e-01 -9.877660e-01 -3.098404e-01 1.114628e-01 3.691312e+00 -1.643617e-02 
3.208777e-01 5.000532e-02 7.016135e-01 2.107801e-09 9.593528e-01 -7.303191e-01 7.579787e-02 7.715426e-02 2.375709e+00 -3.776596e-03 
2.862500e-01 4.578191e-02 7.379610e-01 2.330496e-09 9.784131e-01 -8.313830e-01 1.728723e-02 1.133777e-01 3.234574e+00 -2.398936e-02 
2.926330e-01 5.088830e-02 6.413298e-01 1.927660e-09 9.603280e-01 -9.952128e-01 -1.582447e-01 1.468883e-01 3.090603e+00 5.797872e-03 
3.357181e-01 4.825000e-02 6.911525e-01 2.173050e-09 9.886968e-01 -1.206915e+00 -7.460106e-01 6.805851e-02 2.475000e+00 2.069149e-02 
2.667819e-01 4.698404e-02 7.235993e-01 2.392908e-09 9.963209e-01 -7.664894e-01 -3.763298e-01 1.245479e-01 2.874645e+00 7.606383e-03 
3.063564e-01 5.027128e-02 6.955851e-01 1.721986e-09 9.539450e-01 -1.156915e+00 -7.672872e-01 9.646277e-02 3.351241e+00 1.250000e-02 
3.405053e-01 4.726064e-02 6.645567e-01 2.175887e-09 9.738918e-01 -1.009043e+00 2.699468e-01 8.385638e-02 2.465071e+00 -2.824468e-02 
2.643883e-01 4.722872e-02 6.961170e-01 2.492199e-09 9.646720e-01 -1.013298e+00 6.515957e-02 1.365160e-01 3.326418e+00 -1.452128e-02 
3.146543e-01 5.005851e-02 6.517908e-01 2.219858e-09 9.882535e-01 -8.813830e-01 -5.452128e-02 8.577128e-02 2.323582e+00 2.292553e-02 
3.414628e-01 4.663298e-02 7.170390e-01 1.778723e-09 9.668883e-01 -1.282447e+00 -7.752660e-01 1.063564e-01 3.038475e+00 4.308511e-03 
2.787500e-01 4.865426e-02 7.081738e-01 1.727660e-09 9.713209e-01 -1.244149e+00 -4.534574e-01 6.023936e-02 2.561879e+00 -2.393617e-03 
3.170479e-01 4.994149e-02 6.626064e-01 2.141844e-09 9.645833e-01 -8.281915e-01 -7.805851e-01 1.358777e-01 3.219681e+00 2.920213e-02 
3.235904e-01 4.555851e-02 6.798050e-01 2.446809e-09 9.927748e-01 -1.094149e+00 2.832447e-01 9.789894e-02 3.430674e+00 -1.728723e-02 
2.611968e-01 4.838830e-02 6.789184e-01 1.770213e-09 9.779699e-01 -1.139894e+00 -3.125000e-01 1.293351e-01 2.559397e+00 -1.941489e-02 
3.122606e-01 4.947340e-02 6.656206e-01 2.260993e-09 9.586436e-01 -7.452128e-01 2.034574e-01 1.039628e-01 3.574645e+00 1.526596e-02 
3.452926e-01 4.568617e-02 7.259043e-01 2.231206e-09 9.865691e-01 -1.081383e+00 -9.295213e-01 8.050532e-02 2.904433e+00 6.223404e-03 
2.615160e-01 4.915426e-02 6.803369e-01 2.385816e-09 9.895833e-01 -1.078191e+00 -9.029255e-01 1.100266e-01 3.457979e+00 -1.505319e-02 
2.910372e-01 4.781383e-02 7.267908e-01 2.014184e-09 9.538564e-01 -8.920213e-01 -1.555851e-01 1.416223e-01 2.663652e+00 2.781915e-02 
3.376330e-01 4.687766e-02 6.406206e-01 1.731915e-09 9.771720e-01 -1.120745e+00 1.476064e-01 8.162234e-02 3.008688e+00 -5.478723e-03 
2.725266e-01 4.943085e-02 6.404433e-01 1.848227e-09 9.684840e-01 -1.099468e+00 -5.279255e-01 9.231383e-02 3.567199e+00 -5.319149e-05 
3.173670e-01 4.638830e-02 6.923936e-01 2.375887e-09 9.954344e-01 -7.356383e-01 2.433511e-01 8.672872e-02 2.825000e+00 -2.196809e-02 
3.344415e-01 4.764362e-02 7.285638e-01 2.012766e-09 9.636968e-01 -1.230319e+00 -1.688830e-01 1.240691e-01 2.318617e+00 2.398936e-02 
2.781117e-01 4.701596e-02 7.014362e-01 1.981560e-09 9.701684e-01 -1.167553e+00 3.311170e-01 7.970745e-02 2.335993e+00 1.941489e-02 
2.996543e-01 4.634574e-02 6.571099e-01 1.751773e-09 9.920656e-01 -7.026596e-01 -7.194149e-01 1.135372e-01 3.115426e+00 -9.840426e-03 
3.416223e-01 4.992021e-02 7.152660e-01 2.458156e-09 9.642287e-01 -1.016489e+00 -3.577128e-01 1.221543e-01 3.254433e+00 -1.324468e-02 
2.844947e-01 4.607979e-02 7.381383e-01 2.441135e-09 9.902039e-01 -1.030319e+00 1.795213e-01 9.103723e-02 2.797695e+00 1.090426e-02 
3.025266e-01 4.713298e-02 6.464716e-01 1.756028e-09 9.649379e-01 -1.248404e+00 -5.718085e-02 1.397074e-01 3.321454e+00 -1.132979e-02 
3.387500e-01 5.084574e-02 6.847695e-01 2.022695e-09 9.755762e-01 -8.462766e-01 -9.933511e-01 8.944149e-02 2.457624e+00 -3.723404e-04 
2.686968e-01 4.561170e-02 6.735993e-01 2.238298e-09 9.822252e-01 -1.209043e+00 -9.880319e-01 7.029255e-02 2.787766e+00 -2.659574e-04 
2.940691e-01 4.748404e-02 7.365426e-01 1.885106e-09 9.837323e-01 -9.707447e-01 4.920213e-02 1.411436e-01 3.582092e+00 -2.420213e-02 
3.497606e-01 5.061170e-02 6.654433e-01 2.161702e-09 9.564273e-01 -8.888298e-01 -2.007979e-01 9.566489e-02 2.743085e+00 1.494681e-02 
2.600798e-01 4.592021e-02 7.134929e-01 1.758865e-09 9.791223e-01 -1.067553e+00 3.178191e-01 1.275798e-01 3.053369e+00 -1.069149e-02 
3.089096e-01 4.772872e-02 6.991312e-01 2.374468e-09 9.569592e-01 -7.196809e-01 -9.561170e-01 1.074734e-01 3.311525e+00 1.696809e-02 
3.374734e-01 4.963298e-02 6.459397e-01 2.059574e-09 9.931294e-01 -1.143085e+00 -3.869681e-01 7.364362e-02 2.539539e+00 -9.308511e-03 
2.771543e-01 4.642021e-02 6.728901e-01 2.112057e-09 9.996011e-01 -7.335106e-01 2.247340e-01 9.773936e-02 2.839894e+00 2.393617e-03 
2.935904e-01 5.007979e-02 6.895567e-01 2.356028e-09 9.699025e-01 -1.266489e+00 -5.119681e-01 1.278989e-01 3.554787e+00 -2.313830e-02 
3.347606e-01 4.810106e-02 7.195213e-01 1.879433e-09 9.510195e-01 -1.004787e+00 -3.630319e-01 6.726064e-02 2.651241e+00 1.856383e-02 
